,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,immediate_redirect_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
0,73471184,True,Data engineer,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'direct', 'name': 'Рекламная'}",,https://hh.ru/vacancy/72030869,,2022-12-20T09:04:12+0300,2022-12-20T09:04:12+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73471184,https://hh.ru/vacancy/72030869,,https://api.hh.ru/vacancies/73471184?host=hh.ru,https://api.hh.ru/vacancies/73471184/adv_response?host=hh.ru,https://hh.ru/vacancy/73471184,[],"{'id': '3529', 'name': 'СБЕР', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/5756157.png', '90': 'https://hhcdn.ru/employer-logo/5756156.png', 'original': 'https://hhcdn.ru/employer-logo-original/1033849.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Не менее 3-х лет работы в качестве <highlighttext>Data</highlighttext> Engineer / <highlighttext>Data</highlighttext> <highlighttext>Analyst</highlighttext> / ETL Developer. Знание SQL на продвинутом уровне (аналитические...', 'responsibility': '...по вопросам работы с данными. Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> <highlighttext>analysts</highlighttext>, <highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext>) по вопросам, связанным с использованием данных.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
1,73990529,False,Аналитик данных / Data scientist,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Станиславского', 'building': '21с2', 'description': None, 'lat': 55.745716, 'lng': 37.663539, 'raw': 'Москва, улица Станиславского, 21с2', 'metro': None, 'metro_stations': [], 'id': '5565574'}",,,2022-12-19T11:08:06+0300,2022-12-19T11:08:06+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73990529,,,https://api.hh.ru/vacancies/73990529?host=hh.ru,https://api.hh.ru/vacancies/73990529/adv_response?host=hh.ru,https://hh.ru/vacancy/73990529,[],"{'id': '2942396', 'name': 'СтандартПроект', 'url': 'https://api.hh.ru/employers/2942396', 'alternate_url': 'https://hh.ru/employer/2942396', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/5393160.png', '240': 'https://hhcdn.ru/employer-logo/5393161.png', 'original': 'https://hhcdn.ru/employer-logo-original/964785.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2942396', 'trusted': True}","{'requirement': 'Обязательно: 1. Опыт работы <highlighttext>аналитиком</highlighttext> от 1 года. Ждем от кандидата проактивного подхода к решению задач и критическое восприятие результатов...', 'responsibility': '1. 20% Взаимодействие с заказчиками и подрядчиками (обсуждение аналитических задач). 2. 30% Анализ данных. 3. 30% Разработка аналитических правил для...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
2,73643154,False,Аналитик данных/Middle Data scientist (Computer Vision),"{'id': 'severstal-6041-it', 'name': 'Северсталь. IT & Digital'}",False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-12-20T02:12:36+0300,2022-12-20T02:12:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73643154,,,https://api.hh.ru/vacancies/73643154?host=hh.ru,https://api.hh.ru/vacancies/73643154/adv_response?host=hh.ru,https://hh.ru/vacancy/73643154,[],"{'id': '6041', 'name': 'Северсталь', 'url': 'https://api.hh.ru/employers/6041', 'alternate_url': 'https://hh.ru/employer/6041', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3647531.png', '240': 'https://hhcdn.ru/employer-logo/3647532.png', 'original': 'https://hhcdn.ru/employer-logo-original/801661.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6041', 'trusted': True}","{'requirement': 'Хорошие знания Python и умение писать на нем качественный и понятный код. Классический ML - кластеризация, классификация, регрессия и тд. ', 'responsibility': 'Системы видеоинспекции- поверхности металлопроката, которые обеспечивают определение и классификацию дефектов с помощью видеокамер, машинного зрения и нейросетей. Системы измерения геометрических...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
3,73254907,False,Аналитик данных / Data Scientist,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Новодмитровская улица', 'building': '2к1', 'description': None, 'lat': 55.804936, 'lng': 37.589922, 'raw': 'Москва, Новодмитровская улица, 2к1', 'metro': {'station_name': 'Дмитровская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.35', 'line_id': '9', 'lat': 55.808056, 'lng': 37.581734}, 'metro_stations': [{'station_name': 'Дмитровская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.35', 'line_id': '9', 'lat': 55.808056, 'lng': 37.581734}], 'id': '721759'}",,,2022-12-17T19:31:56+0300,2022-12-17T19:31:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73254907,,,https://api.hh.ru/vacancies/73254907?host=hh.ru,https://api.hh.ru/vacancies/73254907/adv_response?host=hh.ru,https://hh.ru/vacancy/73254907,[],"{'id': '779', 'name': 'ЭКОПСИ Консалтинг', 'url': 'https://api.hh.ru/employers/779', 'alternate_url': 'https://hh.ru/employer/779', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/233351.jpg', '240': 'https://hhcdn.ru/employer-logo/677514.jpeg', '90': 'https://hhcdn.ru/employer-logo/677513.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=779', 'trusted': True}","{'requirement': 'Образование высшее: социальные науки (психология / социология / экономика) или IT / математика / физика. Знание английского (чтение профессиональной литературы). Высокий уровень самостоятельности и...', 'responsibility': 'Анализ результатов проектов и разработка рекомендаций по улучшению оценочных инструментов. Работа с психометрическими данными, внедрение IRT в тесты. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
4,69947221,False,Аналитик данных / Data Scientist (Middle),,False,False,"{'id': '22', 'name': 'Владивосток', 'url': 'https://api.hh.ru/areas/22'}","{'from': 140000, 'to': 200000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-12-18T10:30:10+0300,2022-12-18T10:30:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69947221,,,https://api.hh.ru/vacancies/69947221?host=hh.ru,https://api.hh.ru/vacancies/69947221/adv_response?host=hh.ru,https://hh.ru/vacancy/69947221,[],"{'id': '1781300', 'name': 'Дром', 'url': 'https://api.hh.ru/employers/1781300', 'alternate_url': 'https://hh.ru/employer/1781300', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3260720.png', '240': 'https://hhcdn.ru/employer-logo/3260721.png', 'original': 'https://hhcdn.ru/employer-logo-original/704901.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1781300', 'trusted': True}","{'requirement': 'базовые знания любого языка программирования. - знание Excel. Будет плюсом: - опыт работы <highlighttext>аналитиком</highlighttext> интернет-проектов и веб-приложений. - знания Python или...', 'responsibility': 'постановка задач для организации сбора данных. - сбор и обработка информации. - подтверждение статистической значимости результатов исследований. - документирование исследований.'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
5,72559915,False,Data Scientist / ML-разработчик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Станиславского', 'building': '21с2', 'description': None, 'lat': 55.745716, 'lng': 37.663539, 'raw': 'Москва, улица Станиславского, 21с2', 'metro': None, 'metro_stations': [], 'id': '5565574'}",,,2022-12-18T18:17:38+0300,2022-12-18T18:17:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=72559915,,,https://api.hh.ru/vacancies/72559915?host=hh.ru,https://api.hh.ru/vacancies/72559915/adv_response?host=hh.ru,https://hh.ru/vacancy/72559915,[],"{'id': '2942396', 'name': 'СтандартПроект', 'url': 'https://api.hh.ru/employers/2942396', 'alternate_url': 'https://hh.ru/employer/2942396', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/5393160.png', '240': 'https://hhcdn.ru/employer-logo/5393161.png', 'original': 'https://hhcdn.ru/employer-logo-original/964785.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2942396', 'trusted': True}","{'requirement': 'Обязательно: 1. Опыт работы <highlighttext>аналитиком</highlighttext> от 1 года. Ждем от кандидата проактивного подхода к решению задач и критическое восприятие результатов...', 'responsibility': '1. 50% Разработка ML моделей для высоконагруженных систем (+ доработка и переобучение этих моделей после внедрения). 2. 30% Анализ данных. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
6,73643153,False,Аналитик данных/Middle Data scientist (Computer Vision),"{'id': 'severstal-6041-it', 'name': 'Северсталь. IT & Digital'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-12-20T02:12:36+0300,2022-12-20T02:12:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73643153,,,https://api.hh.ru/vacancies/73643153?host=hh.ru,https://api.hh.ru/vacancies/73643153/adv_response?host=hh.ru,https://hh.ru/vacancy/73643153,[],"{'id': '6041', 'name': 'Северсталь', 'url': 'https://api.hh.ru/employers/6041', 'alternate_url': 'https://hh.ru/employer/6041', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3647531.png', '240': 'https://hhcdn.ru/employer-logo/3647532.png', 'original': 'https://hhcdn.ru/employer-logo-original/801661.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6041', 'trusted': True}","{'requirement': 'Хорошие знания Python и умение писать на нем качественный и понятный код. Классический ML - кластеризация, классификация, регрессия и тд. ', 'responsibility': 'Системы видеоинспекции- поверхности металлопроката, которые обеспечивают определение и классификацию дефектов с помощью видеокамер, машинного зрения и нейросетей. Системы измерения геометрических...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
7,73779607,False,Middle/Senior Analyst BI (remote),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-12-19T19:22:50+0300,2022-12-19T19:22:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=73779607,,,https://api.hh.ru/vacancies/73779607?host=hh.ru,https://api.hh.ru/vacancies/73779607/adv_response?host=hh.ru,https://hh.ru/vacancy/73779607,[],"{'id': '5646037', 'name': 'Crezu', 'url': 'https://api.hh.ru/employers/5646037', 'alternate_url': 'https://hh.ru/employer/5646037', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3959688.png', '90': 'https://hhcdn.ru/employer-logo/3959687.png', 'original': 'https://hhcdn.ru/employer-logo-original/879703.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5646037', 'trusted': True}","{'requirement': 'Знание основ <highlighttext>аналитики</highlighttext> и статистики. Опыт работы с Google Analytics (вы знаете, что такое UTM-метки, ориентируетесь в интерфейсах GA). ', 'responsibility': 'Делать анализ маркетинговых и статистических данных, исследование. Бизнес показателей, давать прогнозы на их основе; поиск аномалий. Настраивать Google <highlighttext>Аналитику</highlighttext>, A...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
8,54996943,False,Data Scientist / ML-инженер (Big Data),"{'id': 'mts-3776-it', 'name': '«МТС», IT'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'проспект Андропова', 'building': '18к9', 'description': None, 'lat': 55.691684, 'lng': 37.66062, 'raw': 'Москва, проспект Андропова, 18к9', 'metro': {'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}, 'metro_stations': [{'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}], 'id': '1226079'}",,,2022-12-18T12:45:09+0300,2022-12-18T12:45:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54996943,,,https://api.hh.ru/vacancies/54996943?host=hh.ru,https://api.hh.ru/vacancies/54996943/adv_response?host=hh.ru,https://hh.ru/vacancy/54996943,[],"{'id': '3776', 'name': 'МТС', 'url': 'https://api.hh.ru/employers/3776', 'alternate_url': 'https://hh.ru/employer/3776', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3096661.jpeg', '90': 'https://hhcdn.ru/employer-logo/3096660.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/663882.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3776', 'trusted': True}","{'requirement': 'Опыт работы от 2 лет в области анализа данных и машинного обучения. Вы знаете, как работают ML-алгоритмы и не...', 'responsibility': 'Customer Profile (Middle/Senior). Выгружать и готовить/обрабатывать данные (находить аномалии и инсайты). Перебирать гиперпараметры ml-моделей, пока кросс-валидация...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
9,71772659,False,Скоринг-аналитик / Data scientist / Аналитик (скоринг),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Большой Трёхгорный переулок', 'building': '1/26с7', 'description': None, 'lat': 55.757602, 'lng': 37.563054, 'raw': 'Москва, Большой Трёхгорный переулок, 1/26с7', 'metro': {'station_name': 'Краснопресненская', 'line_name': 'Кольцевая', 'station_id': '5.58', 'line_id': '5', 'lat': 55.760378, 'lng': 37.577114}, 'metro_stations': [{'station_name': 'Краснопресненская', 'line_name': 'Кольцевая', 'station_id': '5.58', 'line_id': '5', 'lat': 55.760378, 'lng': 37.577114}, {'station_name': 'Улица 1905 года', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.146', 'line_id': '7', 'lat': 55.763944, 'lng': 37.562271}], 'id': '1131019'}",,,2022-12-19T17:21:14+0300,2022-12-19T17:21:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=71772659,,,https://api.hh.ru/vacancies/71772659?host=hh.ru,https://api.hh.ru/vacancies/71772659/adv_response?host=hh.ru,https://hh.ru/vacancy/71772659,[],"{'id': '802852', 'name': 'Займ-Экспресс', 'url': 'https://api.hh.ru/employers/802852', 'alternate_url': 'https://hh.ru/employer/802852', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/788682.jpg', '240': 'https://hhcdn.ru/employer-logo/3595620.jpeg', '90': 'https://hhcdn.ru/employer-logo/3595619.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=802852', 'trusted': True}","{'requirement': 'Высшее/неполное высшее образование. Python – pandas, numpy, sklearn, matplotlib/seaborn. SQL базовый – умеешь писать подзапросы, простые join-ы. ', 'responsibility': 'Заниматься разработкой, валидацией и актуализацией скоринговых моделей для целей принятия кредитных решений. Написание SQL запросов, выгрузка и подготовка данных. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
